Loading parameters
setup BBS restraint: CustomExternalForce
setup COM res: CustomCentroidBondForce
Using platform: CUDA
Update BBS box span
Natom for fc_wall =  496

Initial system energy
-914836.7514798613 kJ/mol

MD run: 250000 steps
#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
1111.2%	2778000	8486.99999987719	-915330.1538023734	297.4430229464007	91.2	21:20:20
1111.4%	2778500	8488.999999877597	-917887.1463765479	299.5104718123442	91.1	21:20:12
1111.6%	2779000	8490.999999878004	-915480.7639989993	298.62487950379204	91.2	21:20:13
1111.8%	2779500	8492.999999878411	-916076.8490434582	298.8120124135961	91.2	21:20:14
1112.0%	2780000	8494.999999878819	-915811.4757234142	296.350725255041	91.1	21:20:06
1112.2%	2780500	8496.999999879226	-916598.187752719	296.7411940027272	91.2	21:20:08
1112.4%	2781000	8498.999999879634	-918576.8090699962	297.980778713731	91.2	21:20:09
1112.6%	2781500	8500.999999880041	-916957.1155123133	298.1583166217222	91.1	21:20:01
1112.8%	2782000	8502.999999880449	-915699.5765560716	298.6086183112432	91.2	21:20:02
1113.0%	2782500	8504.999999880856	-916566.1598531129	299.2296492620555	91.2	21:20:03
1113.2%	2783000	8506.999999881264	-917122.8924123091	297.9909287705749	91.2	21:20:04
1113.4%	2783500	8508.999999881671	-916543.2803388219	298.06217175731473	91.2	21:19:56
1113.6%	2784000	8510.999999882079	-917224.4703830276	299.2526358804444	91.2	21:19:57
1113.8%	2784500	8512.999999882486	-915250.4380660434	298.5134211475083	91.2	21:19:59
1114.0%	2785000	8514.999999882893	-917364.2073035799	298.31300299652355	91.2	21:19:51
1114.2%	2785500	8516.999999883301	-915591.0730443988	298.03945811801094	91.2	21:19:52
1114.4%	2786000	8518.999999883708	-915741.1254686369	297.36623475455156	91.2	21:19:53
1114.6%	2786500	8520.999999884116	-914718.8720589811	298.3751488324125	91.2	21:19:46
1114.8%	2787000	8522.999999884523	-914603.3715743548	299.8510408597056	91.2	21:19:47
1115.0%	2787500	8524.99999988493	-914724.763694786	299.82970822172945	91.1	21:19:39
1115.2%	2788000	8526.999999885338	-915346.9169489704	299.78977163109033	91.2	21:19:40
1115.4%	2788500	8528.999999885746	-913472.9692312316	298.92594171750324	91.2	21:19:41
1115.6%	2789000	8530.999999886153	-916923.626375949	299.4468727773322	91.2	21:19:42
1115.8%	2789500	8532.99999988656	-915388.0986402701	297.45753838130304	91.2	21:19:35
1116.0%	2790000	8534.999999886968	-914585.3692676299	297.59091168444684	91.2	21:19:36
1116.2%	2790500	8536.999999887375	-915046.5016876385	299.5456597581904	91.2	21:19:37
1116.4%	2791000	8538.999999887783	-917937.6565312673	298.88975996915093	91.2	21:19:30
1116.6%	2791500	8540.99999988819	-916255.0062572714	297.68700729636	91.2	21:19:31
1116.8%	2792000	8542.999999888598	-917293.3287440366	297.93150507657464	91.2	21:19:32
1117.0%	2792500	8544.999999889005	-917337.489064903	298.76971385090224	91.2	21:19:24
1117.2%	2793000	8546.999999889413	-913677.7567767692	298.09216796480285	91.2	21:19:25
1117.4%	2793500	8548.99999988982	-917682.2776497691	300.0200100099837	91.2	21:19:26
1117.6%	2794000	8550.999999890228	-917275.3024862781	300.0805972947458	91.2	21:19:19
1117.8%	2794500	8552.999999890635	-916557.1020705821	298.33822699574	91.2	21:19:20
1118.0%	2795000	8554.999999891043	-919675.8173662974	298.89858828956795	91.2	21:19:13
1118.2%	2795500	8556.99999989145	-915030.217143767	298.36298676138676	91.2	21:19:14
1118.4%	2796000	8558.999999891857	-918347.6160130128	297.29517620549905	91.2	21:19:14
1118.6%	2796500	8560.999999892265	-916509.4222191237	298.4457108623389	91.2	21:19:15
1118.8%	2797000	8562.999999892672	-918661.2864576094	297.1955981421016	91.2	21:19:08
1119.0%	2797500	8564.99999989308	-916687.6374616986	297.5114594282388	91.2	21:19:09
1119.2%	2798000	8566.999999893487	-916284.0347852889	298.4186355864027	91.2	21:19:02
1119.4%	2798500	8568.999999893895	-916422.4283130253	299.34554760716145	91.2	21:19:03
1119.6%	2799000	8570.999999894302	-917141.1208943166	298.75545647159134	91.2	21:19:04
1119.8%	2799500	8572.99999989471	-916104.5615721522	298.38481440664856	91.2	21:19:04
1120.0%	2800000	8574.999999895117	-915295.4426879231	298.86826445354774	91.1	21:18:51
1120.2%	2800500	8576.999999895525	-915363.880120148	298.2009238834222	91.2	21:18:52
1120.4%	2801000	8578.999999895932	-917291.6056350409	298.0689096324942	91.1	21:18:45
1120.6%	2801500	8580.99999989634	-917128.0519521595	298.50047550464205	91.1	21:18:46
1120.8%	2802000	8582.999999896747	-917967.4376036851	297.69082679660465	91.2	21:18:47
1121.0%	2802500	8584.999999897154	-915757.1134492978	298.43379749498456	91.1	21:18:39
1121.2%	2803000	8586.999999897562	-916499.3841549819	297.32262209817975	91.1	21:18:40
1121.4%	2803500	8588.99999989797	-917017.8937793523	298.9459723714001	91.2	21:18:41
1121.6%	2804000	8590.999999898377	-916831.9288076819	298.6650542875866	91.1	21:18:33
1121.8%	2804500	8592.999999898784	-917928.4244966162	298.3823377803549	91.1	21:18:34
1122.0%	2805000	8594.999999899192	-917731.2501757131	298.0890970868811	91.2	21:18:35
1122.2%	2805500	8596.999999899599	-916895.4914738219	298.1252536214249	91.2	21:18:36
1122.4%	2806000	8598.999999900007	-917081.8639257364	297.2871012699353	91.1	21:18:29
1122.6%	2806500	8600.999999900414	-915712.814160808	297.6378960488652	91.2	21:18:30
1122.8%	2807000	8602.999999900821	-915253.5104145687	299.89755463109697	91.1	21:18:22
1123.0%	2807500	8604.999999901229	-914871.1664993078	299.3612137102448	91.1	21:18:23
1123.2%	2808000	8606.999999901636	-914849.5680943816	298.3491792023703	91.2	21:18:24
1123.4%	2808500	8608.999999902044	-916630.4257752998	298.2434249354663	91.2	21:18:25
1123.6%	2809000	8610.999999902451	-917340.6943748253	298.35961068147105	91.2	21:18:18
1123.8%	2809500	8612.999999902859	-918527.0523189371	298.79886135536015	91.2	21:18:19
1124.0%	2810000	8614.999999903266	-918015.544060234	298.93971734080617	91.2	21:18:20
1124.2%	2810500	8616.999999903674	-917826.4949888056	297.5519032510828	91.2	21:18:13
1124.4%	2811000	8618.999999904081	-917863.854943322	298.5761410812138	91.2	21:18:14
1124.6%	2811500	8620.999999904489	-915509.5698734988	298.33797016483913	91.2	21:18:14
1124.8%	2812000	8622.999999904896	-917654.3474235102	298.4513987135324	91.2	21:18:08
1125.0%	2812500	8624.999999905303	-916257.7644935148	297.4045340745717	91.2	21:18:09
1125.2%	2813000	8626.99999990571	-916075.2788773989	298.9700156394623	91.1	21:18:02
1125.4%	2813500	8628.999999906118	-916930.3403869485	298.7202770210094	91.2	21:18:02
1125.6%	2814000	8630.999999906526	-917043.3761017411	299.0273482082981	91.2	21:18:03
1125.8%	2814500	8632.999999906933	-917463.9408619669	297.3119705847383	91.2	21:18:04
1126.0%	2815000	8634.99999990734	-917689.3187997616	297.88264972611796	91.2	21:17:57
1126.2%	2815500	8636.999999907748	-917724.744258333	298.030565615981	91.2	21:17:58
1126.4%	2816000	8638.999999908156	-916709.0050938064	298.24887514489023	91.2	21:17:58
1126.6%	2816500	8640.999999908563	-916180.0080476413	299.080476034472	91.2	21:17:52
1126.8%	2817000	8642.99999990897	-916521.6369437678	299.17165785048024	91.2	21:17:53
1127.0%	2817500	8644.999999909378	-916824.9640089739	298.0552727681517	91.2	21:17:53
1127.2%	2818000	8646.999999909785	-917607.5156036485	298.33982841596656	91.2	21:17:47
1127.4%	2818500	8648.999999910193	-916699.7299924311	298.4153016150522	91.2	21:17:47
1127.6%	2819000	8650.9999999106	-916440.9605377559	297.6970434671594	91.2	21:17:40
1127.8%	2819500	8652.999999911008	-917436.1506011644	298.1628988581743	91.2	21:17:41
1128.0%	2820000	8654.999999911415	-916224.7543435683	299.29757552156343	91.2	21:17:42
1128.2%	2820500	8656.999999911823	-915638.9504421693	298.31244437111053	91.2	21:17:42
1128.4%	2821000	8658.99999991223	-917379.101071856	298.6069106447201	91.2	21:17:36
1128.6%	2821500	8660.999999912638	-916212.4136940194	298.2472115492074	91.2	21:17:36
1128.8%	2822000	8662.999999913045	-915056.335480201	298.17975891304144	91.2	21:17:37
1129.0%	2822500	8664.999999913452	-915566.8298738804	297.86996498205406	91.2	21:17:31
1129.2%	2823000	8666.99999991386	-919224.7138668131	298.410698852939	91.2	21:17:31
1129.4%	2823500	8668.999999914267	-916654.1965919631	297.76892171105794	91.2	21:17:32
1129.6%	2824000	8670.999999914675	-917249.3860242898	297.15673531378764	91.2	21:17:26
1129.8%	2824500	8672.999999915082	-916308.2883195002	298.9133393548162	91.2	21:17:26
1130.0%	2825000	8674.99999991549	-916999.7101250067	299.20153393896567	91.1	21:17:14
1130.2%	2825500	8676.999999915897	-915862.4020758104	297.7580024466866	91.1	21:17:15
1130.4%	2826000	8678.999999916305	-917246.3331295224	297.9666929548797	91.2	21:17:15
1130.6%	2826500	8680.999999916712	-916208.9596429523	297.53042102059226	91.1	21:17:09
1130.8%	2827000	8682.99999991712	-914960.6554565243	298.5698346959171	91.1	21:17:09
1131.0%	2827500	8684.999999917527	-916625.7843897948	297.8927932889412	91.2	21:17:10
1131.2%	2828000	8686.999999917934	-916968.1119381068	298.2537527456527	91.1	21:17:03
1131.4%	2828500	8688.999999918342	-916912.5850138343	299.0489955857564	91.1	21:17:04
1131.6%	2829000	8690.99999991875	-917581.8007371137	297.783747397528	91.2	21:17:04
1131.8%	2829500	8692.999999919157	-918024.1788032623	299.8565326129997	91.1	21:16:58
1132.0%	2830000	8694.999999919564	-915300.5902501787	297.98184343429386	91.2	21:16:58
1132.2%	2830500	8696.999999919972	-914244.8078471832	299.39697193047243	91.2	21:16:59
1132.4%	2831000	8698.99999992038	-915876.0404527341	298.32289039151743	91.1	21:16:52
1132.6%	2831500	8700.999999920787	-914898.972130483	299.1754030736446	91.2	21:16:53
1132.8%	2832000	8702.999999921194	-917741.8033584123	297.642999477781	91.2	21:16:53
1133.0%	2832500	8704.999999921602	-917432.7389982669	298.24267151839115	91.2	21:16:54
1133.2%	2833000	8706.999999922009	-916844.6469995687	297.50182757353735	91.2	21:16:48
1133.4%	2833500	8708.999999922416	-918207.4747563703	298.6844839653041	91.2	21:16:48
1133.6%	2834000	8710.999999922824	-918288.8378115529	298.4315890025177	91.2	21:16:49
1133.8%	2834500	8712.999999923231	-916633.2256008834	299.0535430810561	91.2	21:16:43
1134.0%	2835000	8714.999999923639	-916351.1767524909	298.2026294776293	91.2	21:16:43
1134.2%	2835500	8716.999999924046	-916620.3268976174	298.60618221784034	91.2	21:16:44
1134.4%	2836000	8718.999999924454	-915912.1903215814	298.6308847484618	91.2	21:16:37
1134.6%	2836500	8720.999999924861	-918228.149741997	299.1171619175994	91.2	21:16:38
1134.8%	2837000	8722.999999925269	-918998.8255722178	298.48695007710916	91.1	21:16:31
1135.0%	2837500	8724.999999925676	-916774.7462300905	299.23128991103573	91.2	21:16:32
1135.2%	2838000	8726.999999926084	-917448.5220079878	298.86211029898993	91.2	21:16:32
1135.4%	2838500	8728.999999926491	-915393.8252634504	298.3333101768028	91.2	21:16:33
1135.6%	2839000	8730.999999926898	-916449.6344165355	298.0240956464985	91.2	21:16:27
1135.8%	2839500	8732.999999927306	-916708.5011202586	300.16730610034784	91.2	21:16:27
1136.0%	2840000	8734.999999927713	-918414.3302390589	299.0948174981922	91.2	21:16:21
1136.2%	2840500	8736.99999992812	-917622.466130924	297.92808513349746	91.2	21:16:21
1136.4%	2841000	8738.999999928528	-917274.8716711886	297.9932156881818	91.2	21:16:21
1136.6%	2841500	8740.999999928936	-917511.5205441257	298.5907133399114	91.2	21:16:22
1136.8%	2842000	8742.999999929343	-918253.2795522939	299.35194207093815	91.2	21:16:16
1137.0%	2842500	8744.99999992975	-915771.9257206526	298.9019473694661	91.2	21:16:16
1137.2%	2843000	8746.999999930158	-916893.0843548398	298.0967956402117	91.2	21:16:17
1137.4%	2843500	8748.999999930566	-916607.7575644068	298.35074347126897	91.2	21:16:11
1137.6%	2844000	8750.999999930973	-917027.0180845838	298.4863340621761	91.2	21:16:11
1137.8%	2844500	8752.99999993138	-914601.5889377464	298.1050593332982	91.2	21:16:12
1138.0%	2845000	8754.999999931788	-914507.970797549	296.7592785095471	91.2	21:16:06
1138.2%	2845500	8756.999999932195	-915709.8447089279	298.627604416356	91.2	21:16:06
1138.4%	2846000	8758.999999932603	-914425.3583725211	300.1298048655297	91.2	21:16:06
1138.6%	2846500	8760.99999993301	-916098.755936956	298.52509266410163	91.2	21:16:01
1138.8%	2847000	8762.999999933418	-913863.2133644382	298.654721230322	91.2	21:16:01
1139.0%	2847500	8764.999999933825	-915254.7338451548	299.2840948307208	91.2	21:15:55
1139.2%	2848000	8766.999999934233	-915204.9613195094	297.2024865751211	91.2	21:15:55
1139.4%	2848500	8768.99999993464	-918191.6953037102	298.1543598312831	91.2	21:15:56
1139.6%	2849000	8770.999999935048	-917162.9334532302	297.5303557821443	91.2	21:15:56
1139.8%	2849500	8772.999999935455	-916357.140238625	298.28557431268536	91.2	21:15:50
1140.0%	2850000	8774.999999935862	-915493.6252086097	298.7191355376437	91.2	21:15:46
1140.2%	2850500	8776.99999993627	-914247.0716378358	299.40466210110657	91.1	21:15:40
1140.4%	2851000	8778.999999936677	-915297.756193757	297.7681813351071	91.2	21:15:40
1140.6%	2851500	8780.999999937085	-914872.9848268265	298.3859973208455	91.2	21:15:40
1140.8%	2852000	8782.999999937492	-915181.9711864702	298.2658242022303	91.1	21:15:34
1141.0%	2852500	8784.9999999379	-917383.3787895385	300.06718357798604	91.2	21:15:35
1141.2%	2853000	8786.999999938307	-914909.4511901177	297.67729427105434	91.2	21:15:35
1141.4%	2853500	8788.999999938715	-915620.2324794051	296.88369349987005	91.1	21:15:29
1141.6%	2854000	8790.999999939122	-913533.4592637364	297.06610637085487	91.2	21:15:29
1141.8%	2854500	8792.99999993953	-916322.7330266614	298.98969363113713	91.2	21:15:29
1142.0%	2855000	8794.999999939937	-916353.8725054795	297.18858592288973	91.1	21:15:23
1142.2%	2855500	8796.999999940344	-915826.8889727443	297.13741835592526	91.2	21:15:23
1142.4%	2856000	8798.999999940752	-915715.4634341178	298.7475541693785	91.2	21:15:24
1142.6%	2856500	8800.99999994116	-918100.1906060642	298.4598145628931	91.2	21:15:24
1142.8%	2857000	8802.999999941567	-916941.0298357741	298.55375126919046	91.2	21:15:18
1143.0%	2857500	8804.999999941974	-916067.0029457808	299.3761739120063	91.2	21:15:19
1143.2%	2858000	8806.999999942382	-916149.1244120323	297.7201571355319	91.2	21:15:19
1143.4%	2858500	8808.99999994279	-916558.0028230948	299.1244696848677	91.2	21:15:13
1143.6%	2859000	8810.999999943197	-915058.9678540635	298.2526615186124	91.2	21:15:13
1143.8%	2859500	8812.999999943604	-917809.9771113088	297.43533178325134	91.2	21:15:07
1144.0%	2860000	8814.999999944012	-918829.324016741	299.19394808013357	91.2	21:15:08
1144.2%	2860500	8816.999999944419	-915294.0300224125	297.12745178044736	91.2	21:15:08
1144.4%	2861000	8818.999999944826	-915768.8291840344	297.9435097101052	91.2	21:15:08
1144.6%	2861500	8820.999999945234	-915540.9904917893	299.6041673141079	91.2	21:15:03
1144.8%	2862000	8822.999999945641	-918416.0809805822	298.4766440568347	91.2	21:15:03
1145.0%	2862500	8824.999999946049	-915113.1528064059	298.823237445267	91.2	21:15:03
1145.2%	2863000	8826.999999946456	-916189.7623913069	298.30171701880397	91.2	21:14:57
1145.4%	2863500	8828.999999946864	-917679.2827616865	298.5367960392538	91.2	21:14:58
1145.6%	2864000	8830.999999947271	-914912.7006869512	298.20994484039653	91.2	21:14:58
1145.8%	2864500	8832.999999947679	-916946.3902659151	298.2958762551439	91.2	21:14:52
1146.0%	2865000	8834.999999948086	-918627.4509959221	299.23570767672607	91.2	21:14:52
1146.2%	2865500	8836.999999948493	-916478.1559326514	297.6169463484718	91.2	21:14:53
1146.4%	2866000	8838.999999948901	-918386.1562619442	301.0116522778971	91.2	21:14:47
1146.6%	2866500	8840.999999949308	-915406.4344769185	299.15566620590795	91.2	21:14:47
1146.8%	2867000	8842.999999949716	-917142.8766068807	297.98435511288034	91.2	21:14:41
1147.0%	2867500	8844.999999950123	-915941.5776542006	297.79395721190747	91.2	21:14:42
1147.2%	2868000	8846.99999995053	-915651.763378636	298.51154048596203	91.2	21:14:42
1147.4%	2868500	8848.999999950938	-917016.8814893728	297.89179079224425	91.2	21:14:42
1147.6%	2869000	8850.999999951346	-915415.6818099571	299.1532036506057	91.2	21:14:36
1147.8%	2869500	8852.999999951753	-915211.0850655045	298.5548060947554	91.2	21:14:37
1148.0%	2870000	8854.99999995216	-915408.0320811206	298.02054430346953	91.2	21:14:31
1148.2%	2870500	8856.999999952568	-915628.9342059726	300.044095160058	91.2	21:14:31
1148.4%	2871000	8858.999999952975	-915726.5006184466	298.890640995523	91.2	21:14:31
1148.6%	2871500	8860.999999953383	-914257.5706456499	298.65954276755843	91.2	21:14:31
1148.8%	2872000	8862.99999995379	-913558.4542138018	298.2786125686149	91.2	21:14:26
1149.0%	2872500	8864.999999954198	-915219.5971020772	298.6025547276901	91.2	21:14:26
1149.2%	2873000	8866.999999954605	-916598.619136916	299.1313489209288	91.2	21:14:26
1149.4%	2873500	8868.999999955013	-917796.3754979586	298.8050120049077	91.2	21:14:20
1149.6%	2874000	8870.99999995542	-915367.921763353	299.54021970083613	91.2	21:14:20
1149.8%	2874500	8872.999999955828	-915480.1875440604	298.9733257557214	91.3	21:14:21
1150.0%	2875000	8874.999999956235	-917631.3484008331	298.3711990679448	91.2	21:14:11
